Name,Amenity,geometry,Competitor
HNB Kolonnawa,Bank,POINT(79.891138 6.932477),HNB Bank
HNB WTC,Bank,POINT(79.843983 6.93265),HNB Bank
HNB Panchikawatta,Bank,POINT(79.865739 6.932771),HNB Bank
HNB Maligawatta,Bank,POINT(79.865704 6.93279),HNB Bank
HNB Kotikawatta Angoda,ATM,POINT(79.894488 6.933798),HNB Bank ATM
"HNB YMBA, Kolonnawa",ATM,POINT(79.894466 6.933824),HNB Bank ATM
HNB Hulftsdorp,Bank,POINT(79.859024 6.934555),HNB Bank
HNB Keselwatte,ATM,POINT(79.859017 6.934586),HNB Bank ATM
HNB City Office,Bank,POINT(79.842651 6.934905),HNB Bank
HNB Galadari Hotel,ATM,POINT(79.842623 6.934926),HNB Bank ATM
HNB SLPA EXT OFC,Bank,POINT(79.84262 6.934935),HNB Bank
HNB Thalawakelle,ATM,POINT(80.661789 6.935451),HNB Bank ATM
HNB Passara,Bank,POINT(81.157741 6.935548),HNB Bank
HNB Kaduwela 01,Bank,POINT(79.981415 6.936973),HNB Bank
HNB Pettah Metro,Bank,POINT(79.85005 6.936989),HNB Bank
HNB Pettah BNA,Bank,POINT(79.85007 6.937022),HNB Bank
HNB Pettah,ATM,POINT(79.851266 6.937841),HNB Bank ATM
HNB SLPA Elizabeth Jetty,ATM,POINT(79.844403 6.938187),HNB Bank ATM
HNB Sea Street,Bank,POINT(79.854112 6.940248),HNB Bank
HNB Aluthkade,Bank,POINT(79.862536 6.940342),HNB Bank
HNB Nanuoya CRM 01,ATM,POINT(80.743898 6.941169),HNB Bank ATM
HNB Orion City,Bank,POINT(79.880377 6.941434),HNB Bank
HNB Jampettah Street,Bank,POINT(79.85818 6.946504),HNB Bank
HNB Kotahena 02,ATM,POINT(79.85819 6.946509),HNB Bank ATM
HNB Kotahena BNA,Bank,POINT(79.862573 6.946618),HNB Bank
HNB SLPA JCT,ATM,POINT(79.855382 6.947578),HNB Bank ATM
HNB Kotahena 01,ATM,POINT(79.863954 6.950085),HNB Bank ATM
HNB Grandpass,Bank,POINT(79.874111 6.950303),HNB Bank
HNB Avissawella 01,Bank,POINT(80.213518 6.950791),HNB Bank
HNB Ceylon Tobacco,ATM,POINT(79.85759 6.951599),HNB Bank ATM
HNB Peliyagoda,Bank,POINT(79.918798 6.953261),HNB Bank
HNB Kelaniya 02,ATM,POINT(79.918799 6.953274),HNB Bank ATM
HNB Kelaniya 01,Bank,POINT(79.918128 6.95333),HNB Bank
HNB Ansell Lanka 01,ATM,POINT(80.012269 6.9579637),HNB Bank ATM
HNB Biyagama BOI Zone,ATM,POINT(80.01024 6.961651),HNB Bank ATM
HNB Biyagama,Bank,POINT(80.010244 6.961653),HNB Bank
HNB Pearl Hospital,ATM,POINT(79.867101 6.962018),HNB Bank ATM
HNB Araliya Green City 01,ATM,POINT(80.766871 6.967263),HNB Bank ATM
HNB Mainettech Lanka,ATM,POINT(79.965243 6.967407),HNB Bank ATM
HNB Mawaramandiya Recycler,ATM,POINT(79.965253 6.967438),HNB Bank ATM
HNB LIOC Peliyagoda,ATM,POINT(79.904351 6.967676),HNB Bank ATM
HNB LIOC Kelaniya,ATM,POINT(79.912146 6.969362),HNB Bank ATM
HNB Mutwal 02,ATM,POINT(79.872928 6.969988),HNB Bank ATM
HNB Mutwal 01,Bank,POINT(79.872928 6.969989),HNB Bank
"HNB Bairdwear, Nuwara Eliya",ATM,POINT(80.780626 6.971967),HNB Bank ATM
HNB Nuwara Eliya,ATM,POINT(80.766227 6.972172),HNB Bank ATM
HNB Nuwara Eliya VP CCBNA Recycler,ATM,POINT(80.766135 6.972335),HNB Bank ATM
HNB Nuwara Eliya MC,ATM,POINT(80.768377 6.973392),HNB Bank ATM
HNB Pugoda,Bank,POINT(80.119625 6.975533),HNB Bank
HNB Udeshi City Recycler,ATM,POINT(79.92934 6.977325),HNB Bank ATM
HNB Kiribathgoda,Bank,POINT(79.929339 6.977328),HNB Bank
HNB Thalangama 01,Bank,POINT(79.929297 6.977329),HNB Bank
HNB Kiribathgoda,ATM,POINT(79.929765 6.981083),HNB Bank ATM
HNB Thalawakele,Bank,POINT(79.929769 6.981504),HNB Bank
HNB Wattala,Bank,POINT(79.888839 6.983136),HNB Bank
HNB Telemarketing Wattala,ATM,POINT(79.88885 6.983241),HNB Bank ATM
HNB Badulla 01,Bank,POINT(81.058557 6.986607),HNB Bank
HNB Delgoda 01,Bank,POINT(80.0127298 6.9869885),HNB Bank
HNB Nuwara Eliya BNA,Bank,POINT(80.492162 6.989476),HNB Bank
HNB Ginigathhena,Bank,POINT(80.492166 6.989493),HNB Bank
HNB Hendala 01,Bank,POINT(79.875431 6.994512),HNB Bank
HNB Hendala BDM 01,ATM,POINT(79.8754867 6.9946724),HNB Bank ATM
HNB Enderamulla Recycler 01,ATM,POINT(79.917657 6.996487),HNB Bank ATM
HNB Kadawatha 02,ATM,POINT(79.950806 7.001814),HNB Bank ATM
HNB Kadawatha 01,Bank,POINT(79.950806 7.001835),HNB Bank
HNB Ragala,Bank,POINT(80.859667 7.011694),HNB Bank
HNB Thandavenvely,Bank,POINT(79.899349 7.021594),HNB Bank
HNB Thilakma Mahabage Recycler 01,ATM,POINT(79.899354 7.021594),HNB Bank ATM
HNB Ragama Teaching Hospital,ATM,POINT(79.923517 7.028468),HNB Bank ATM
HNB Ragama 01,Bank,POINT(79.921785 7.030215),HNB Bank
HNB Weliweriya,Bank,POINT(80.028508 7.032168),HNB Bank
HNB Imbulgoda Classic Lanka 01,ATM,POINT(79.988722 7.033888),HNB Bank ATM
HNB Kirindiwela,Bank,POINT(80.129684 7.042739),HNB Bank
HNB Kandana 01,Bank,POINT(79.89674 7.049547),HNB Bank
HNB Kandana 02,ATM,POINT(79.896738 7.049551),HNB Bank ATM
HNB Nawalapitiya,Bank,POINT(80.53527 7.056521),HNB Bank
HNB Nawalapitiya BNA,ATM,POINT(80.535261 7.056548),HNB Bank ATM
HNB Ja-Ela Offsite,ATM,POINT(79.8953064 7.0598058),HNB Bank ATM
HNB Pamunugama,Bank,POINT(79.860179 7.079689),HNB Bank
HNB Ja-Ela BNA,ATM,POINT(79.891724 7.082271),HNB Bank ATM
HNB Ja-Ela,Bank,POINT(79.891734 7.082287),HNB Bank
HNB Yakkala,Bank,POINT(80.0344 7.087349),HNB Bank
HNB Ekala,Bank,POINT(79.997195 7.090963),HNB Bank
HNB Ganemulla,Bank,POINT(79.997199 7.090965),HNB Bank
HNB Gampaha 01,Bank,POINT(79.997208 7.091065),HNB Bank
HNB Gampaha Mangala Road Recycler,ATM,POINT(79.994691 7.09282),HNB Bank ATM
HNB Ekala,ATM,POINT(79.909707 7.100463),HNB Bank ATM
HNB Pussellawa,Bank,POINT(80.63333 7.109246),HNB Bank
HNB Thirukkovil,Bank,POINT(81.85257 7.116546),HNB Bank
HNB Kurunduwatta,Bank,POINT(80.5292115 7.1276125),HNB Bank
HNB Seeduwa,Bank,POINT(79.87596 7.131675),HNB Bank
HNB HTC Fuel Nittambuwa Drive Up,ATM,POINT(80.090875 7.136676),HNB Bank ATM
HNB Raddolugama NHS,ATM,POINT(79.900254 7.139036),HNB Bank ATM
HNB Nittambuwa 01,Bank,POINT(80.095956 7.144454),HNB Bank
HNB Nittambuwa Drive up,ATM,POINT(80.09599 7.14454),HNB Bank ATM
HNB Rikillagaskada,Bank,POINT(80.784304 7.145625),HNB Bank
HNB Veyangoda,Bank,POINT(80.053698 7.157191),HNB Bank
HNB Bibile,ATM,POINT(81.225004 7.158474),HNB Bank ATM
HNB Gampola Offsite BNA 01,ATM,POINT(80.569445 7.164896),HNB Bank ATM
HNB Katunayake 01,Bank,POINT(79.883444 7.165601),HNB Bank
HNB Gampola 01,Bank,POINT(80.571831 7.165821),HNB Bank
HNB Next Katunayake,ATM,POINT(79.887605 7.167449),HNB Bank ATM
HNB Minuwangoda 01,Bank,POINT(79.9476 7.169437),HNB Bank
HNB Minuwangoda 02,ATM,POINT(79.947598 7.169438),HNB Bank ATM
HNB IOC Thalahena Negombo 01,ATM,POINT(79.8247977 7.1709944),HNB Bank ATM
HNB Airport Departure,ATM,POINT(79.887267 7.173251),HNB Bank ATM
HNB Airport Departure Counter,Bank,POINT(79.88704 7.173417),HNB Bank
HNB Sri Lankan PAY OFC,Bank,POINT(79.890075 7.178418),HNB Bank
HNB Katunayake 02,ATM,POINT(79.890474 7.178768),HNB Bank ATM
HNB Galaha,Bank,POINT(80.67106 7.196399),HNB Bank
HNB NEGOMBO BUS STAND CRM 01,ATM,POINT(79.841033 7.20548),HNB Bank ATM
HNB Negombo Metro,Bank,POINT(79.842357 7.207011),HNB Bank
HNB Negombo Metro,ATM,POINT(79.850468 7.207476),HNB Bank ATM
HNB Negombo Metro BNA,ATM,POINT(79.850908 7.207629),HNB Bank ATM
HNB Negombo BNA,ATM,POINT(79.850727 7.20764),HNB Bank ATM
HNB Negombo,Bank,POINT(79.850744 7.207647),HNB Bank
HNB Gelioya,Bank,POINT(80.597837 7.216353),HNB Bank
HNB Pottuvil,Bank,POINT(81.849906 7.218862),HNB Bank
HNB Akkareipattu 01,Bank,POINT(81.849905 7.218872),HNB Bank
HNB Divulapitiya,Bank,POINT(80.020031 7.223955),HNB Bank
HNB Warakapola,Bank,POINT(80.200067 7.227977),HNB Bank
HNB Marandagahamula,ATM,POINT(79.989451 7.229171),HNB Bank ATM
HNB Marandagahamula,Bank,POINT(79.989454 7.229187),HNB Bank
HNB Topaz Beach,ATM,POINT(79.841599 7.239316),HNB Bank ATM
HNB Jetwing Blue,ATM,POINT(79.841797 7.241569),HNB Bank ATM
HNB Addalachchanai PC 01,ATM,POINT(81.854518 7.249083),HNB Bank ATM
HNB Mirigama,Bank,POINT(80.130587 7.249218),HNB Bank
HNB Kegalle BNA,ATM,POINT(80.346408 7.253444),HNB Bank ATM
HNB Kegalle,Bank,POINT(80.346395 7.253518),HNB Bank
HNB Mawanella,Bank,POINT(80.448137 7.253586),HNB Bank
HNB Chilaw,Bank,POINT(79.858315 7.263686),HNB Bank
HNB Kochchikade,Bank,POINT(79.858321 7.263688),HNB Bank
HNB Pilimatalawa,Bank,POINT(80.557663 7.264877),HNB Bank
HNB Thoppuwa 1,ATM,POINT(79.862639 7.273728),HNB Bank ATM
HNB Grameen Kandy 01,ATM,POINT(80.6125037 7.2741887),HNB Bank ATM
HNB Keells Peradeniya Recycler 01,ATM,POINT(80.618442 7.278734),HNB Bank ATM
HNB Peradeniya,Bank,POINT(80.617679 7.279056),HNB Bank
HNB Kundasale,Bank,POINT(80.679598 7.279187),HNB Bank
HNB Kandy General Hospital 01,ATM,POINT(80.631651 7.286318),HNB Bank ATM
HNB Ampara 01,Bank,POINT(81.673337 7.291206),HNB Bank
HNB Kandy City Centre BNA,Bank,POINT(80.636655 7.292779),HNB Bank
HNB Katugastota,Bank,POINT(80.637398 7.292864),HNB Bank
HNB Kandy 01,Bank,POINT(80.637389 7.292869),HNB Bank
HNB Kandy 02,ATM,POINT(80.637404 7.292876),HNB Bank ATM
HNB Kandy 03,ATM,POINT(80.637574 7.292924),HNB Bank ATM
HNB Alawwa,Bank,POINT(80.238706 7.294107),HNB Bank
HNB Dankotuwa 01,Bank,POINT(79.884603 7.297063),HNB Bank
HNB Kandy Recycler,ATM,POINT(80.734896 7.29836),HNB Bank ATM
HNB Digana,Bank,POINT(80.734851 7.298377),HNB Bank
HNB Pinnawala,Bank,POINT(80.386111 7.300086),HNB Bank
HNB Giriulla 01,Bank,POINT(80.119942 7.32728),HNB Bank
HNB Pannala,ATM,POINT(80.023291 7.328516),HNB Bank ATM
HNB Mahiyanganaya,Bank,POINT(80.991733 7.338916),HNB Bank
HNB Wennappuwa,Bank,POINT(79.840679 7.344488),HNB Bank
HNB Ninthavur,Bank,POINT(81.845733 7.356861),HNB Bank
HNB Sammanthurai,Bank,POINT(81.804554 7.362215),HNB Bank
HNB Uhana',Bank,POINT(81.636868 7.3627),HNB Bank
HNB Akurana,Bank,POINT(80.617053 7.366917),HNB Bank
HNB Karaitivu,Bank,POINT(81.837894 7.383061),HNB Bank
HNB Ashraff Memorial Hospital,ATM,POINT(81.831313 7.403686),HNB Bank ATM
HNB Marawila,Bank,POINT(79.830925 7.413795),HNB Bank
HNB Kalmunai 02,ATM,POINT(81.824321 7.417222),HNB Bank ATM
HNB Kalmunai 01,Bank,POINT(81.8243 7.417276),HNB Bank
HNB Maruthamunai,Bank,POINT(81.812327 7.441145),HNB Bank
HNB Kuliyapitiya 02,ATM,POINT(80.038564 7.468655),HNB Bank ATM
HNB Kuliyapitiya 01,Bank,POINT(80.0386 7.468667),HNB Bank
HNB Matale 02,ATM,POINT(80.623056 7.47186),HNB Bank ATM
HNB Hettipola,Bank,POINT(80.623057 7.471889),HNB Bank
HNB Matale 01,Bank,POINT(80.623055 7.471896),HNB Bank
HNB Kurunegala Metro,Bank,POINT(80.360425 7.481536),HNB Bank
HNB Kurunegala BNA,ATM,POINT(80.360489 7.481551),HNB Bank ATM
HNB Grameen Kurunegala 01,ATM,POINT(80.3671944 7.4857328),HNB Bank ATM
HNB Kurunegala Metro BDM 01,ATM,POINT(80.362155 7.488387),HNB Bank ATM
HNB Dhammika Enterprises,ATM,POINT(80.368556 7.495227),HNB Bank ATM
HNB Kurunegala,Bank,POINT(80.368717 7.495295),HNB Bank
HNB Madampe,Bank,POINT(79.840231 7.496931),HNB Bank
HNB Kaluwanchikudi,Bank,POINT(81.787178 7.518159),HNB Bank
HNB Chilaw,ATM,POINT(79.797863 7.571781),HNB Bank ATM
HNB Wariyapola,Bank,POINT(80.247183 7.618845),HNB Bank
HNB Dehiattakandiya,Bank,POINT(81.045815 7.671381),HNB Bank
HNB Kalladi,ATM,POINT(81.71097 7.710714),HNB Bank ATM
HNB Batticaloa 01,Bank,POINT(81.699321 7.713081),HNB Bank
HNB Thandavanvely,ATM,POINT(81.691285 7.724689),HNB Bank ATM
HNB Batticaloa General Hospital,ATM,POINT(81.691121 7.724729),HNB Bank ATM
HNB Kattankudi,Bank,POINT(81.691151 7.724761),HNB Bank
HNB Batticaloa 02,ATM,POINT(81.691083 7.724952),HNB Bank ATM
HNB Udappuwa,Bank,POINT(79.792027 7.745002),HNB Bank
HNB Nikaweratiya,Bank,POINT(80.116293 7.751088),HNB Bank
HNB Galewela,Bank,POINT(80.568554 7.757276),HNB Bank
HNB Chenkalady,ATM,POINT(81.597726 7.780029),HNB Bank ATM
HNB Aralaganwila,Bank,POINT(81.184596 7.780341),HNB Bank
HNB Anamaduwa,Bank,POINT(80.010493 7.877235),HNB Bank
HNB Dambulla,Bank,POINT(80.650695 7.87796),HNB Bank
HNB Madurankuliya CRM 01,ATM,POINT(79.8173554 7.8875775),HNB Bank ATM
HNB Oddamavadi CRM 01,ATM,POINT(81.522737 7.914642),HNB Bank ATM
HNB Valachchanei,Bank,POINT(81.530856 7.923545),HNB Bank
HNB Passi Bay Hotel,ATM,POINT(81.561556 7.926666),HNB Bank ATM
HNB Medirigiriya,Bank,POINT(81.030967 7.933115),HNB Bank
HNB Polonnaruwa 01,Bank,POINT(81.030973 7.933131),HNB Bank
HNB Polonnaruwa 02,ATM,POINT(81.009717 7.94247),HNB Bank ATM
HNB Polonnaruwa Gen Hos CRM 01,ATM,POINT(81.009551 7.943205),HNB Bank ATM
HNB Seegiriya,ATM,POINT(80.735891 7.945637),HNB Bank ATM
HNB Galgamuwa,Bank,POINT(80.271223 8.002433),HNB Bank
HNB Puttalam 01,Bank,POINT(79.830552 8.027798),HNB Bank
HNB Habarana Junction CRM 01,ATM,POINT(80.7556476 8.0395835),HNB Bank ATM
HNB Kekirawa,Bank,POINT(80.595513 8.040793),HNB Bank
HNB Norochchole,Bank,POINT(79.737315 8.047439),HNB Bank
HNB Medirigiriya,ATM,POINT(80.967651 8.14134),HNB Bank ATM
HNB Thambuttegama,Bank,POINT(80.29502 8.152639),HNB Bank
HNB Thambuttegama BDM 01,ATM,POINT(80.2982709 8.157821),HNB Bank ATM
HNB Nochchiyagama,Bank,POINT(80.211498 8.263847),HNB Bank
HNB Nochchiyagama BDM 01,ATM,POINT(80.211367 8.2641347),HNB Bank ATM
HNB Anuradhapura Metro,Bank,POINT(80.402059 8.321825),HNB Bank
HNB Anuradhapura General Hospital,ATM,POINT(80.414563 8.325203),HNB Bank ATM
HNB Serunuwara,Bank,POINT(81.30033 8.325453),HNB Bank
HNB Anuradhapura ,Bank,POINT(80.411433 8.341154),HNB Bank
HNB Kantale,Bank,POINT(81.00325 8.365837),HNB Bank
HNB Mullipathana,Bank,POINT(81.057905 8.448333),HNB Bank
HNB Muttur,Bank,POINT(81.26102 8.455781),HNB Bank
HNB Wilachchiya CRM 01,ATM,POINT(80.200485 8.492035),HNB Bank ATM
HNB Kinniya,Bank,POINT(81.188533 8.50178),HNB Bank
HNB Medawachchiya,Bank,POINT(80.492014 8.541519),HNB Bank
HNB Trincomalee,Bank,POINT(81.233617 8.578328),HNB Bank
HNB Uppuveli,Bank,POINT(81.218568 8.599462),HNB Bank
HNB Trincomalee Metro,Bank,POINT(81.218568 8.599474),HNB Bank
HNB Nilaveli General Hospital,ATM,POINT(81.1937651 8.6809856),HNB Bank ATM
HNB OMEGA LINE,ATM,POINT(80.439936 8.734817),HNB Bank ATM
HNB Vavuniya,ATM,POINT(80.496036 8.754165),HNB Bank ATM
HNB Vavuniya,Bank,POINT(80.499736 8.760335),HNB Bank
HNB Vauniya General Hospital,ATM,POINT(80.499744 8.760335),HNB Bank ATM
HNB Kurumankaddu,Bank,POINT(80.489748 8.762905),HNB Bank
HNB Mannar,Bank,POINT(80.489032 8.764546),HNB Bank
HNB Nanattan,Bank,POINT(79.97036 8.838154),HNB Bank
HNB Madhu Church,ATM,POINT(80.202845 8.855018),HNB Bank ATM
HNB Padavi Parakramapura,Bank,POINT(80.775782 8.906942),HNB Bank
HNB Mannar,ATM,POINT(79.911682 8.981245),HNB Bank ATM
HNB Mallavi,Bank,POINT(80.311451 9.134894),HNB Bank
HNB Mulliyawalai,Bank,POINT(80.786364 9.225075),HNB Bank
HNB Mulankavil Recycler 01,ATM,POINT(80.143052 9.257608),HNB Bank ATM
HNB Mulankavil Recycler 01,ATM,POINT(80.143056 9.257611),HNB Bank ATM
HNB Mullaitivu,Bank,POINT(80.81614 9.268439),HNB Bank
HNB Hirdaramani,ATM,POINT(80.693292 9.304154),HNB Bank ATM
HNB Kilinochchi MAS,ATM,POINT(80.406453 9.319232),HNB Bank ATM
HNB Kilinochchi General Hospital,ATM,POINT(80.411685 9.372713),HNB Bank ATM
HNB Kilinochchi South,Bank,POINT(80.407821 9.406272),HNB Bank
HNB Kilinochchi North,Bank,POINT(80.407827 9.406282),HNB Bank
HNB Chundukulli,ATM,POINT(80.030824 9.660718),HNB Bank ATM
HNB Kokkuvil,ATM,POINT(80.012459 9.667062),HNB Bank ATM
HNB Jaffna Metro 01,Bank,POINT(80.01241 9.667495),HNB Bank
HNB Jaffna BDM 02,ATM,POINT(80.012599 9.668932),HNB Bank ATM
HNB Kaithady,Bank,POINT(80.096499 9.670987),HNB Bank
HNB Chavakachcheri,Bank,POINT(80.096369 9.671104),HNB Bank
HNB Nallur Offsite,ATM,POINT(80.028907 9.673554),HNB Bank ATM
HNB Kodikamam,Bank,POINT(80.221767 9.683035),HNB Bank
HNB Thirunelvely,Bank,POINT(80.027997 9.6893),HNB Bank
HNB Kondawil,ATM,POINT(80.036983 9.704166),HNB Bank ATM
HNB Manipay,Bank,POINT(79.996755 9.720313),HNB Bank
HNB Chunnakam,Bank,POINT(80.027104 9.744004),HNB Bank
HNB Jaffna Metro BNA,ATM,POINT(80.027158 9.744014),HNB Bank ATM
HNB Jaffna 01,Bank,POINT(80.027115 9.744019),HNB Bank
HNB Chankanai,Bank,POINT(79.968845 9.748865),HNB Bank
HNB Atchchuveli,Bank,POINT(80.115884 9.778633),HNB Bank
HNB Thillapalai General Hospita,ATM,POINT(80.038731 9.784571),HNB Bank ATM
HNB Nelliady,Bank,POINT(80.201467 9.799941),HNB Bank
HNB Point Pedro,Bank,POINT(80.237226 9.823584),HNB Bank
HNB Department of Immigration & amp; Emigration,Bank,POINT(79.9163374 6.9032085),HNB Bank
HNB Eravur,Bank,POINT(81.5950486 7.7799573),HNB Bank
HNB Habaraduwa,Bank,POINT(80.306428 5.9933758),HNB Bank
HNB Colombo Metro,Bank,POINT(79.8478177 6.9371303),HNB Bank
HNB Rajagiriya,Bank,POINT(79.8815202 6.8962453),HNB Bank
HNB Rambukkana ,Bank,POINT(80.3871527 7.3215221),HNB Bank
Lanka Filling Station,gas_station,POINT(79.9829525 7.0934134),Other Filling Station
LAUGFS Fuel Filling Station,gas_station,POINT(81.8653043 7.273671),LAUGFS Filling Station
Fazel Lanka Fuel Mart,gas_station,POINT(81.8485358 7.2900316),Other Filling Station
Lanka Fuel Station,gas_station,POINT(81.8542295 7.2561901),Other Filling Station
Aqsha Lanka Fuel Mart,gas_station,POINT(81.8544418 7.2518924),Other Filling Station
Ceypetco Filling Station,gas_station,POINT(81.8494447 7.2209806),CEYPETCO Filling Station
MBI Fuel Station,gas_station,POINT(81.8498424 7.2220237),Other Filling Station
Lanka Fuel Station,gas_station,POINT(81.8208778 7.2227369),Other Filling Station
Lanka IOC,gas_station,POINT(81.8508861 7.2294097),IOC Filling Station
Lanka Fuel Station,gas_station,POINT(81.8287336 7.224339),Other Filling Station
Lanka Filling Station,gas_station,POINT(81.8386911 7.2218075),Other Filling Station
Abdul Razeen Filling Station,gas_station,POINT(81.8387388 7.2217659),Other Filling Station
Fuel Station,gas_station,POINT(81.8491255 7.208334),Other Filling Station
A.Rasamany Fuel station,gas_station,POINT(81.844198 7.188188),Other Filling Station
Lanka Filling Station,gas_station,POINT(81.6706289 7.3016353),Other Filling Station
Jayanthi Lanka IOC Filling station,gas_station,POINT(81.669173 7.30694),IOC Filling Station
Browns Fuel Station,gas_station,POINT(81.6856241 7.2930223),Other Filling Station
Ceypetco Filling Station,gas_station,POINT(81.5803313 7.2377681),CEYPETCO Filling Station
Jayamal Waththa Fuel Station ?????? ?????????,gas_station,POINT(81.6725182 7.2918879),Other Filling Station
Ceypetco Filling Station,gas_station,POINT(81.6771896 7.2912458),CEYPETCO Filling Station
Petrol Pump,gas_station,POINT(81.6769969 7.2913106),Other Filling Station
N S Silva and Sons Filling Station,gas_station,POINT(81.6710306 7.2265835),Other Filling Station
Pradeep oil and fuel center,gas_station,POINT(81.7071552 7.135331),Other Filling Station
Petrol Station,gas_station,POINT(81.5695454 7.1275632),Other Filling Station
Lanka Petrol Station,gas_station,POINT(81.0415506 7.5705042),Other Filling Station
Nawamedagama Petrol Shed,gas_station,POINT(81.041435 7.5703543),Other Filling Station
Siripura Petrol Shed,gas_station,POINT(81.0167241 7.7267265),Other Filling Station
Dehiattakandiya Petrol Station,gas_station,POINT(81.0412768 7.6710232),Other Filling Station
Dehiattakandiya Petrol Stand,gas_station,POINT(81.0412645 7.671045),Other Filling Station
Lanka Filling Station,gas_station,POINT(81.0477522 7.6295876),Other Filling Station
petrol station varipathanchenai,gas_station,POINT(81.7080275 7.2517789),Other Filling Station
Lanka Filling Station,gas_station,POINT(81.7080715 7.2516961),Other Filling Station
Petrol station,gas_station,POINT(81.8089135 7.474922),Other Filling Station
Cypetco Filling Station,gas_station,POINT(81.8130311 7.4394234),CEYPETCO Filling Station
New Saleem Gas station,gas_station,POINT(81.8427231 7.3623944),Other Filling Station
Ceypetco Filling Station,gas_station,POINT(81.8455159 7.3580218),CEYPETCO Filling Station
Thahir Lanka Filling Station,gas_station,POINT(81.8459572 7.3529396),Other Filling Station
Lanka Filling Station,gas_station,POINT(81.8367314 7.3866355),Other Filling Station
IOC Petrol Station,gas_station,POINT(81.836088 7.3874152),IOC Filling Station
Faloolullah Lanka Filling Station,gas_station,POINT(81.8353346 7.3896106),Other Filling Station
HM AMEER ALI CEYPETCO FUEL MART,gas_station,POINT(81.8199615 7.3716144),CEYPETCO Filling Station
Co-operative Fuel Station,gas_station,POINT(81.3561231 7.5309802),Other Filling Station
Lankan Filling Station,gas_station,POINT(81.7758892 7.4142629),Other Filling Station
Centralcamp Filling station,gas_station,POINT(81.7271041 7.418055),Other Filling Station
Lanka Filling Station,gas_station,POINT(81.8466693 7.3447157),Other Filling Station
Osaka Lanka IOC Filling Station,gas_station,POINT(81.8478334 7.326064),IOC Filling Station
padiyathalawa ceypetco filling station,gas_station,POINT(81.2420079 7.3982919),CEYPETCO Filling Station
Lanka Filling Station,gas_station,POINT(81.8327178 6.8670864),Other Filling Station
IOC Fuel Filling Station,gas_station,POINT(81.8328419 6.864212),IOC Filling Station
Lanka Oil Petrol Shed,gas_station,POINT(81.8289423 6.8777191),Other Filling Station
Fuel Station,gas_station,POINT(81.8287336 6.8777924),Other Filling Station
Casimbawa Petrol Set,gas_station,POINT(81.8085953 7.4170327),Other Filling Station
ALM.Musthafa Lanka Filling Station Sainthamaruthu.,gas_station,POINT(81.8337444 7.3955246),Other Filling Station
Musthafa Petrol Station ??????? ???????? ???????,gas_station,POINT(81.8337368 7.3955288),Other Filling Station
A.L.M Mustafa Filling Station,gas_station,POINT(81.8337169 7.3955439),Other Filling Station
Habeeb Lanka Fuel Mart,gas_station,POINT(81.831091 7.4060135),Other Filling Station
ANA LANKA PETROL FUELED STATION,gas_station,POINT(81.8309734 7.406063),Other Filling Station
Lanka Ioc,gas_station,POINT(81.8233086 7.4182484),IOC Filling Station
Thilaka Filling Station,gas_station,POINT(81.8232965 7.418086),Other Filling Station
Petrol Station ???????? ???????,gas_station,POINT(81.8263335 7.4140853),Other Filling Station
O M Aliyar Sons Lanka Fuel Mart,gas_station,POINT(81.8270252 7.4134762),Other Filling Station
SM ?????? ???????? ??????? S.M. Anwer Petrol Station,gas_station,POINT(81.8326796 7.3986151),Other Filling Station
Kui Filling Station,gas_station,POINT(81.8024772 7.3622501),Other Filling Station
Farook Fuel Station,gas_station,POINT(81.8015606 7.3620462),Other Filling Station
